currentPlaceKey,currentPlaceNameZh,currentPlaceNameEn,affectedStationCount,sampleTelecodes,sampleStationNamesZh,mappingConfidenceSummary,placeRuleSummary,issueTypeSummary,matchStatus,recommendedAction,candidateCount,candidateGeonameIds,candidateNames,candidateAsciiNames,candidateNameZh,candidateCountryCode,candidateAdminCodes,candidateLatitude,candidateLongitude,candidateFeatureCodes,candidatePopulation,candidateTimezone,candidateAlreadyInPlaceCatalog,candidateExistingPlaceKey,confidenceReason,reviewStatus,reviewerNotes
cn-lingshi,灵石,Lingshi,2,LSV | UDV,灵石 | 灵石东,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_en_or_slug_only,do_not_auto_resolve,1,1803468,Cuifeng,Cuifeng,翠峰,CN,24/1407,36.84517,111.78172,PPLA3,0,Asia/Shanghai,no,,"Only one English/ascii/slug-based candidate exists, but no exact Chinese candidate was found.",needs-review,
cn-linhai,临海,Linhai,2,UFH | LHU,临海 | 临海南,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_zh_exact,can_auto_add_place,1,1803422,Linhai,Linhai,临海,CN,02/3310,28.85535,121.1447,PPLA3,0,Asia/Shanghai,no,,Exactly one Chinese-name GeoNames candidate exists via city name or filtered Chinese alternate names.,candidate-auto-add,
cn-linze,临泽,Linze,2,LEJ | LDJ,临泽 | 临泽南,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_en_or_slug_only,do_not_auto_resolve,1,1796404,Shahe,Shahe,沙河,CN,15/6207,39.14165,100.17836,PPLA3,0,Asia/Shanghai,yes,cn-shahe,"Only one English/ascii/slug-based candidate exists, but no exact Chinese candidate was found.",needs-review,
cn-liquan,礼泉,Liquan,2,LGY | UNY,礼泉 | 礼泉南,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,no_candidate,needs_human_review,0,,,,,,,,,,,,,,No exact Chinese or safe English/slug GeoNames candidate was found from the local China cities1000 dataset.,needs-review,
cn-liuyuan,柳园,Liuyuan,2,DHR | LNR,柳园 | 柳园南,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,no_candidate,needs_human_review,0,,,,,,,,,,,,,,No exact Chinese or safe English/slug GeoNames candidate was found from the local China cities1000 dataset.,needs-review,
cn-longyou,龙游,Longyou,2,LMH | LYU,龙游 | 龙游南,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,no_candidate,needs_human_review,0,,,,,,,,,,,,,,No exact Chinese or safe English/slug GeoNames candidate was found from the local China cities1000 dataset.,needs-review,
cn-lujiang,庐江,Lujiang,2,UJH | LUU,庐江 | 庐江西,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_en_or_slug_only,do_not_auto_resolve,1,1802068,Lucheng,Lucheng,庐城,CN,01/3401,31.23357,117.28057,PPLA3,89119,Asia/Shanghai,yes,cn-lucheng,"Only one English/ascii/slug-based candidate exists, but no exact Chinese candidate was found.",needs-review,
cn-luzhai,鹿寨,Luzhai,2,LIZ | LSZ,鹿寨 | 鹿寨北,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_zh_exact,can_auto_add_place,1,1801650,Luzhai,Luzhai,鹿寨,CN,16/4502,24.48526,109.73496,PPLA3,0,Asia/Shanghai,no,,Exactly one Chinese-name GeoNames candidate exists via city name or filtered Chinese alternate names.,candidate-auto-add,
cn-maanshan,马鞍山,Maanshan,2,MAH | OMH,马鞍山 | 马鞍山东,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,ambiguous_multi_candidate,needs_human_review,2,1801620 | 6958793,Ma’anshan | Ma’anshan,Ma'anshan | Ma'anshan,马鞍山 | 马鞍山,CN | CN,01/3405 | 30/4403,31.68579 | 22.72092,118.51008 | 113.81084,PPLA2 | PPL,741531 | 14924,Asia/Shanghai | Asia/Shanghai,yes | yes,cn-ma-anshan | cn-ma-anshan,Multiple Chinese-name GeoNames candidates exist for this unresolved rail place group.,needs-review,
cn-mayang,麻阳,Mayang,2,MVQ | MYA,麻阳 | 麻阳西,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_en_or_slug_only,do_not_auto_resolve,1,1810593,Gaocun,Gaocun,高村,CN,11/4312,27.87731,109.78476,PPLA3,0,Asia/Shanghai,no,,"Only one English/ascii/slug-based candidate exists, but no exact Chinese candidate was found.",needs-review,
cn-mianchi,渑池,Mianchi,2,MCF | MNF,渑池 | 渑池南,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_zh_exact,can_auto_add_place,1,1800647,Mianchi,Mianchi,渑池城关镇,CN,09/4112,34.76727,111.75871,PPLA3,0,Asia/Shanghai,no,,Exactly one Chinese-name GeoNames candidate exists via city name or filtered Chinese alternate names.,candidate-auto-add,
cn-miluo,汨罗,Miluo,2,MLQ | MQQ,汨罗 | 汨罗东,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_zh_exact,can_auto_add_place,1,1800531,Miluo,Miluo,汨罗城关镇,CN,11/4306,28.80798,113.06896,PPLA3,0,Asia/Shanghai,no,,Exactly one Chinese-name GeoNames candidate exists via city name or filtered Chinese alternate names.,candidate-auto-add,
cn-minqing,闽清,Minqing,2,MQS | MBS,闽清 | 闽清北,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_zh_exact,can_auto_add_place,1,1800885,Minqing,Minqing,梅城,CN,07/3501,26.22482,118.85968,PPLA3,0,Asia/Shanghai,no,,Exactly one Chinese-name GeoNames candidate exists via city name or filtered Chinese alternate names.,candidate-auto-add,
cn-minquan,民权,Minquan,2,MQF | MIF,民权 | 民权北,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_en_or_slug_only,do_not_auto_resolve,1,1800459,Minquan Chengguanzhen,Minquan Chengguanzhen,民权城关镇,CN,09/4114,34.66449,115.13299,PPLA3,0,Asia/Shanghai,no,,"Only one English/ascii/slug-based candidate exists, but no exact Chinese candidate was found.",needs-review,
cn-miyun,密云,Miyun,2,MYP | MUP,密云 | 密云北,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,no_candidate,needs_human_review,0,,,,,,,,,,,,,,No exact Chinese or safe English/slug GeoNames candidate was found from the local China cities1000 dataset.,needs-review,
cn-nanfen,南芬,Nanfen,2,NFT | NUT,南芬 | 南芬北,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,no_candidate,needs_human_review,0,,,,,,,,,,,,,,No exact Chinese or safe English/slug GeoNames candidate was found from the local China cities1000 dataset.,needs-review,
cn-ningqiang,宁强,Ningqiang,2,NQY | NOY,宁强 | 宁强南,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_existing_catalog_key,can_canonicalize_to_existing_catalog,1,1799362,Hanyuan,Hanyuan,宁强,CN,26/6107,32.834,106.25035,PPLA3,50440,Asia/Shanghai,yes,cn-hanyuan,Exactly one Chinese-name GeoNames candidate exists and it already exists in the current Place Catalog under a different key.,candidate-canonicalize,
cn-ningxiang,宁乡,Ningxiang,2,NXQ | NXA,宁乡 | 宁乡西,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_zh_exact,can_auto_add_place,1,1784239,Ningxiang,Ningxiang,宁乡,CN,24/1411,37.34,111.20523,PPLA3,0,Asia/Shanghai,no,,Exactly one Chinese-name GeoNames candidate exists via city name or filtered Chinese alternate names.,candidate-auto-add,
cn-pengan,蓬安,Pengan,2,PAW | PXE,蓬安 | 蓬安西,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,no_candidate,needs_human_review,0,,,,,,,,,,,,,,No exact Chinese or safe English/slug GeoNames candidate was found from the local China cities1000 dataset.,needs-review,
cn-pengshan,彭山,Pengshan,2,PSW | PPW,彭山 | 彭山北,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,no_candidate,needs_human_review,0,,,,,,,,,,,,,,No exact Chinese or safe English/slug GeoNames candidate was found from the local China cities1000 dataset.,needs-review,
cn-pengzhou,彭州,Pengzhou,2,PMW | PKW,彭州 | 彭州南,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,no_candidate,needs_human_review,0,,,,,,,,,,,,,,No exact Chinese or safe English/slug GeoNames candidate was found from the local China cities1000 dataset.,needs-review,
cn-pikou,皮口,Pikou,2,PUT | PKT,皮口 | 皮口南,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,no_candidate,needs_human_review,0,,,,,,,,,,,,,,No exact Chinese or safe English/slug GeoNames candidate was found from the local China cities1000 dataset.,needs-review,
cn-pingquan,平泉,Pingquan,2,PQP | PBP,平泉 | 平泉北,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_zh_exact,can_auto_add_place,1,2035465,Pingquan,Pingquan,平泉,CN,10/1308,41.01073,118.69073,PPLA3,0,Asia/Shanghai,no,,Exactly one Chinese-name GeoNames candidate exists via city name or filtered Chinese alternate names.,candidate-auto-add,
cn-pixian,郫县,Pixian,2,PWW | PCW,郫县 | 郫县西,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_en_or_slug_only,do_not_auto_resolve,1,1798598,Pitong,Pitong,郫筒,CN,32/5101,30.80993,103.88253,PPLA3,0,Asia/Shanghai,no,,"Only one English/ascii/slug-based candidate exists, but no exact Chinese candidate was found.",needs-review,
cn-qichun,蕲春,Qichun,2,QRN | QCN,蕲春 | 蕲春南,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_en_or_slug_only,do_not_auto_resolve,1,1816026,Caohe,Caohe,漕河,CN,12/4211,30.2297,115.43346,PPLA3,67370,Asia/Shanghai,yes,cn-caohe,"Only one English/ascii/slug-based candidate exists, but no exact Chinese candidate was found.",needs-review,
cn-qidong,祁东,Qidong,2,QMQ | QRQ,祁东 | 祁东北,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,ambiguous_multi_candidate,needs_human_review,2,1798082 | 1806840,Hongqiao | Huilong,Hongqiao | Huilong,洪桥 | 启动,CN | CN,11/4304 | 04/3206,26.76837 | 31.81111,112.10814 | 121.655,PPLA3 | PPLA3,58287 | 74818,Asia/Shanghai | Asia/Shanghai,yes | yes,cn-hongqiao | cn-huilong,Multiple English/ascii/slug-based candidates exist and no exact Chinese candidate was found.,needs-review,
cn-qimen,祁门,Qimen,2,QIH | QNU,祁门 | 祁门南,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_en_or_slug_only,do_not_auto_resolve,1,1797972,Qishan,Qishan,祁山,CN,01/3410,29.84431,117.71937,PPLA3,55500,Asia/Shanghai,yes,cn-qishan,"Only one English/ascii/slug-based candidate exists, but no exact Chinese candidate was found.",needs-review,
cn-qinghemen,清河门,Qinghemen,2,QHD | QBD,清河门 | 清河门北,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,no_candidate,needs_human_review,0,,,,,,,,,,,,,,No exact Chinese or safe English/slug GeoNames candidate was found from the local China cities1000 dataset.,needs-review,
cn-qingzhoushi,青州市,Qingzhoushi,2,QZK | QOK,青州市 | 青州市北,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,no_candidate,needs_human_review,0,,,,,,,,,,,,,,No exact Chinese or safe English/slug GeoNames candidate was found from the local China cities1000 dataset.,needs-review,
cn-qixian,祁县,Qixian,2,QXV | QGV,祁县 | 祁县东,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_zh_exact,can_auto_add_place,1,1797431,Zhaoyu,Zhaoyu,昭余,CN,24/1407,37.35528,112.31667,PPLA3,0,Asia/Shanghai,no,,Exactly one Chinese-name GeoNames candidate exists via city name or filtered Chinese alternate names.,candidate-auto-add,
cn-qixiaying,旗下营,Qixiaying,2,QXC | QNC,旗下营 | 旗下营南,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,no_candidate,needs_human_review,0,,,,,,,,,,,,,,No exact Chinese or safe English/slug GeoNames candidate was found from the local China cities1000 dataset.,needs-review,
cn-qiyang,祁阳,Qiyang,2,QWQ | QVQ,祁阳 | 祁阳北,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_en_or_slug_only,do_not_auto_resolve,1,1797417,Wuxi,Wuxi,浯溪,CN,11/4311,26.5844,111.859,PPLA3,66442,Asia/Shanghai,yes,cn-wuxi,"Only one English/ascii/slug-based candidate exists, but no exact Chinese candidate was found.",needs-review,
cn-ruichang,瑞昌,Ruichang,2,RCG | RXG,瑞昌 | 瑞昌西,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,no_candidate,needs_human_review,0,,,,,,,,,,,,,,No exact Chinese or safe English/slug GeoNames candidate was found from the local China cities1000 dataset.,needs-review,
cn-rushan,乳山,Rushan,2,ROK | REK,乳山 | 乳山南,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_zh_exact,can_auto_add_place,1,8541400,Chengqu,Chengqu,城区,CN,25/3710,36.9106,121.52504,PPLA3,0,Asia/Shanghai,no,,Exactly one Chinese-name GeoNames candidate exists via city name or filtered Chinese alternate names.,candidate-auto-add,
cn-shangbancheng,上板城,Shangbancheng,2,SBP | OBP,上板城 | 上板城南,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,no_candidate,needs_human_review,0,,,,,,,,,,,,,,No exact Chinese or safe English/slug GeoNames candidate was found from the local China cities1000 dataset.,needs-review,
cn-shanshan,鄯善,Shanshan,2,SSR | SMR,鄯善 | 鄯善北,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_zh_exact,can_auto_add_place,1,1529214,Shanshan,Shanshan,鄯善,CN,13/6504,42.8675,90.20463,PPLA3,0,Asia/Urumqi,no,,Exactly one Chinese-name GeoNames candidate exists via city name or filtered Chinese alternate names.,candidate-auto-add,
cn-shenqiu,沈丘,Shenqiu,2,SQN | SKF,沈丘 | 沈丘北,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_en_or_slug_only,do_not_auto_resolve,1,1807695,Huaidian,Huaidian,,CN,09/4116,33.43333,115.03333,PPL,89978,Asia/Shanghai,yes,cn-huaidian,"Only one English/ascii/slug-based candidate exists, but no exact Chinese candidate was found.",needs-review,
cn-shenzhenjichang,深圳机场,Shenzhenjichang,2,SCA | SBA,深圳机场 | 深圳机场北,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,no_candidate,needs_human_review,0,,,,,,,,,,,,,,No exact Chinese or safe English/slug GeoNames candidate was found from the local China cities1000 dataset.,needs-review,
cn-shexian,歙县,Shexian,2,OVH | NPH,歙县 | 歙县北,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_existing_catalog_key,can_canonicalize_to_existing_catalog,1,1806880,Huicheng,Huicheng,徽城,CN,01/3410,29.86925,118.43364,PPLA3,74349,Asia/Shanghai,yes,cn-huicheng,Exactly one Chinese-name GeoNames candidate exists and it already exists in the current Place Catalog under a different key.,candidate-canonicalize,
cn-shicheng,石城,Shicheng,2,SCT | SDG,石城 | 石城东,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_en_or_slug_only,do_not_auto_resolve,1,1795456,Zhouning,Zhouning,狮城,CN,07/3509,27.10671,119.33499,PPLA3,0,Asia/Shanghai,no,,"Only one English/ascii/slug-based candidate exists, but no exact Chinese candidate was found.",needs-review,
cn-shimenxian,石门县,Shimenxian,2,OMQ | VFQ,石门县 | 石门县北,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_zh_exact,can_auto_add_place,1,1795139,Chujiang,Chujiang,楚江,CN,11/4307,29.58398,111.36796,PPLA3,0,Asia/Shanghai,no,,Exactly one Chinese-name GeoNames candidate exists via city name or filtered Chinese alternate names.,candidate-auto-add,
cn-shishan,狮山,Shishan,2,KSQ | NSQ,狮山 | 狮山北,low | medium,fallback:original-station-name | derived:strip-directional-suffix,low_confidence | directional_suffix_mapping,unique_zh_exact,can_auto_add_place,1,8328227,Shishan,Shishan,狮山,CN,04/3205,31.29883,120.56516,PPLA3,0,Asia/Shanghai,no,,Exactly one Chinese-name GeoNames candidate exists via city name or filtered Chinese alternate names.,candidate-auto-add,
